STATISTIC,Statistic Label,TLIST(W1),Week,Sex,C02076V03371,Age Group,UNIT,VALUE
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Male,460,35 - 39 years,Number,1073
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Male,475,40 - 44 years,Number,845
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Male,495,45 - 49 years,Number,611
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Male,515,50 - 54 years,Number,404
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Male,530,55 - 59 years,Number,230
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Male,550,60 - 64 years,Number,468
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Male,575,65 years and over,Number,543
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Female,-,All ages,Number,27522
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Female,205,0 - 4 years,Number,1377
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Female,245,5 - 9 years,Number,2206
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Female,265,10 - 14 years,Number,2222
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Female,300,15 - 19 years,Number,1939
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Female,365,20 - 24 years,Number,1906
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Female,410,25 - 29 years,Number,2183
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Female,440,30 - 34 years,Number,2908
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Female,460,35 - 39 years,Number,3451
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Female,475,40 - 44 years,Number,2734
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Female,495,45 - 49 years,Number,1841
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Female,515,50 - 54 years,Number,1307
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Female,530,55 - 59 years,Number,1060
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Female,550,60 - 64 years,Number,981
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Female,575,65 years and over,Number,1407
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Both sexes,-,All ages,Number,43289
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Both sexes,205,0 - 4 years,Number,2942
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Both sexes,245,5 - 9 years,Number,4611
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Both sexes,265,10 - 14 years,Number,4685
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Both sexes,300,15 - 19 years,Number,3586
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Both sexes,365,20 - 24 years,Number,2669
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Both sexes,410,25 - 29 years,Number,3135
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Both sexes,440,30 - 34 years,Number,4056
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Both sexes,460,35 - 39 years,Number,4683
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Both sexes,475,40 - 44 years,Number,3701
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Both sexes,495,45 - 49 years,Number,2544
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Both sexes,515,50 - 54 years,Number,1784
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Both sexes,530,55 - 59 years,Number,1339
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Both sexes,550,60 - 64 years,Number,1515
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Both sexes,575,65 years and over,Number,2039
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Male,-,All ages,Number,14898
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Male,205,0 - 4 years,Number,1528
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Male,245,5 - 9 years,Number,2342
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Male,265,10 - 14 years,Number,2395
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Male,300,15 - 19 years,Number,1581
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Male,365,20 - 24 years,Number,702
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Male,410,25 - 29 years,Number,900
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Male,440,30 - 34 years,Number,1054
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Male,460,35 - 39 years,Number,1136
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Male,475,40 - 44 years,Number,888
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Male,495,45 - 49 years,Number,639
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Male,515,50 - 54 years,Number,423
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Male,530,55 - 59 years,Number,244
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Male,550,60 - 64 years,Number,493
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Male,575,65 years and over,Number,573
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Female,-,All ages,Number,28391
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Female,205,0 - 4 years,Number,1414
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Female,245,5 - 9 years,Number,2269
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Female,265,10 - 14 years,Number,2290
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Female,300,15 - 19 years,Number,2005
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Female,365,20 - 24 years,Number,1967
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Female,410,25 - 29 years,Number,2235
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Female,440,30 - 34 years,Number,3002
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Female,460,35 - 39 years,Number,3547
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Female,475,40 - 44 years,Number,2813
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Female,495,45 - 49 years,Number,1905
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Female,515,50 - 54 years,Number,1361
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Female,530,55 - 59 years,Number,1095
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Female,550,60 - 64 years,Number,1022
UA06C01,PPSN allocations to arrivals from Ukraine,2022W27,2022 July 10,Female,575,65 years and over,Number,1466
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Both sexes,-,All ages,Number,44688
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Both sexes,205,0 - 4 years,Number,3018
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Both sexes,245,5 - 9 years,Number,4738
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Both sexes,265,10 - 14 years,Number,4811
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Both sexes,300,15 - 19 years,Number,3690
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Both sexes,365,20 - 24 years,Number,2756
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Both sexes,410,25 - 29 years,Number,3252
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Both sexes,440,30 - 34 years,Number,4172
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Both sexes,460,35 - 39 years,Number,4845
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Both sexes,475,40 - 44 years,Number,3836
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Both sexes,495,45 - 49 years,Number,2633
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Both sexes,515,50 - 54 years,Number,1856
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Both sexes,530,55 - 59 years,Number,1387
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Both sexes,550,60 - 64 years,Number,1577
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Both sexes,575,65 years and over,Number,2117
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Male,-,All ages,Number,15474
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Male,205,0 - 4 years,Number,1570
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Male,245,5 - 9 years,Number,2408
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Male,265,10 - 14 years,Number,2466
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Male,300,15 - 19 years,Number,1634
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Male,365,20 - 24 years,Number,730
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Male,410,25 - 29 years,Number,950
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Male,440,30 - 34 years,Number,1098
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Male,460,35 - 39 years,Number,1197
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Male,475,40 - 44 years,Number,939
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Male,495,45 - 49 years,Number,668
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Male,515,50 - 54 years,Number,444
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Male,530,55 - 59 years,Number,254
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Male,550,60 - 64 years,Number,513
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Male,575,65 years and over,Number,603
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Female,-,All ages,Number,29214
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Female,205,0 - 4 years,Number,1448
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Female,245,5 - 9 years,Number,2330
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Female,265,10 - 14 years,Number,2345
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Female,300,15 - 19 years,Number,2056
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Female,365,20 - 24 years,Number,2026
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Female,410,25 - 29 years,Number,2302
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Female,440,30 - 34 years,Number,3074
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Female,460,35 - 39 years,Number,3648
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Female,475,40 - 44 years,Number,2897
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Female,495,45 - 49 years,Number,1965
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Female,515,50 - 54 years,Number,1412
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Female,530,55 - 59 years,Number,1133
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Female,550,60 - 64 years,Number,1064
UA06C01,PPSN allocations to arrivals from Ukraine,2022W28,2022 July 17,Female,575,65 years and over,Number,1514
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Both sexes,-,All ages,Number,45844
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Both sexes,205,0 - 4 years,Number,3084
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Both sexes,245,5 - 9 years,Number,4841
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Both sexes,265,10 - 14 years,Number,4904
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Both sexes,300,15 - 19 years,Number,3794
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Both sexes,365,20 - 24 years,Number,2830
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Both sexes,410,25 - 29 years,Number,3343
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Both sexes,440,30 - 34 years,Number,4286
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Both sexes,460,35 - 39 years,Number,4966
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Both sexes,475,40 - 44 years,Number,3940
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Both sexes,495,45 - 49 years,Number,2717
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Both sexes,515,50 - 54 years,Number,1903
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Both sexes,530,55 - 59 years,Number,1424
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Both sexes,550,60 - 64 years,Number,1630
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Both sexes,575,65 years and over,Number,2182
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Male,-,All ages,Number,15963
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Male,205,0 - 4 years,Number,1608
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Male,245,5 - 9 years,Number,2457
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Male,265,10 - 14 years,Number,2519
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Male,300,15 - 19 years,Number,1683
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Male,365,20 - 24 years,Number,760
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Male,410,25 - 29 years,Number,983
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Male,440,30 - 34 years,Number,1150
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Male,460,35 - 39 years,Number,1250
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Male,475,40 - 44 years,Number,977
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Male,495,45 - 49 years,Number,701
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Male,515,50 - 54 years,Number,459
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Male,530,55 - 59 years,Number,262
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Male,550,60 - 64 years,Number,534
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Male,575,65 years and over,Number,620
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Female,-,All ages,Number,29881
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Female,205,0 - 4 years,Number,1476
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Female,245,5 - 9 years,Number,2384
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Female,265,10 - 14 years,Number,2385
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Female,300,15 - 19 years,Number,2111
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Female,365,20 - 24 years,Number,2070
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Female,410,25 - 29 years,Number,2360
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Female,440,30 - 34 years,Number,3136
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Female,460,35 - 39 years,Number,3716
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Female,475,40 - 44 years,Number,2963
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Female,495,45 - 49 years,Number,2016
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Female,515,50 - 54 years,Number,1444
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Female,530,55 - 59 years,Number,1162
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Female,550,60 - 64 years,Number,1096
UA06C01,PPSN allocations to arrivals from Ukraine,2022W29,2022 July 24,Female,575,65 years and over,Number,1562
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Both sexes,-,All ages,Number,47140
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Both sexes,205,0 - 4 years,Number,3150
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Both sexes,245,5 - 9 years,Number,4954
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Both sexes,265,10 - 14 years,Number,5014
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Both sexes,300,15 - 19 years,Number,3907
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Both sexes,365,20 - 24 years,Number,2908
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Both sexes,410,25 - 29 years,Number,3444
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Both sexes,440,30 - 34 years,Number,4402
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Both sexes,460,35 - 39 years,Number,5113
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Both sexes,475,40 - 44 years,Number,4052
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Both sexes,495,45 - 49 years,Number,2818
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Both sexes,515,50 - 54 years,Number,1970
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Both sexes,530,55 - 59 years,Number,1477
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Both sexes,550,60 - 64 years,Number,1686
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Both sexes,575,65 years and over,Number,2245
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Male,-,All ages,Number,16483
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Male,205,0 - 4 years,Number,1644
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Male,245,5 - 9 years,Number,2517
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Male,265,10 - 14 years,Number,2575
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Male,300,15 - 19 years,Number,1749
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Male,365,20 - 24 years,Number,790
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Male,410,25 - 29 years,Number,1018
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Male,440,30 - 34 years,Number,1187
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Male,460,35 - 39 years,Number,1307
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Male,475,40 - 44 years,Number,1014
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Male,495,45 - 49 years,Number,736
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Male,515,50 - 54 years,Number,479
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Male,530,55 - 59 years,Number,273
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Male,550,60 - 64 years,Number,555
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Male,575,65 years and over,Number,639
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Female,-,All ages,Number,30657
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Female,205,0 - 4 years,Number,1506
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Female,245,5 - 9 years,Number,2437
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Female,265,10 - 14 years,Number,2439
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Female,300,15 - 19 years,Number,2158
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Female,365,20 - 24 years,Number,2118
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Female,410,25 - 29 years,Number,2426
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Female,440,30 - 34 years,Number,3215
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Female,460,35 - 39 years,Number,3806
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Female,475,40 - 44 years,Number,3038
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Female,495,45 - 49 years,Number,2082
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Female,515,50 - 54 years,Number,1491
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Female,530,55 - 59 years,Number,1204
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Female,550,60 - 64 years,Number,1131
UA06C01,PPSN allocations to arrivals from Ukraine,2022W30,2022 July 31,Female,575,65 years and over,Number,1606
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Both sexes,-,All ages,Number,47977
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Both sexes,205,0 - 4 years,Number,3197
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Both sexes,245,5 - 9 years,Number,5031
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Both sexes,265,10 - 14 years,Number,5076
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Both sexes,300,15 - 19 years,Number,3979
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Both sexes,365,20 - 24 years,Number,2963
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Both sexes,410,25 - 29 years,Number,3506
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Both sexes,440,30 - 34 years,Number,4479
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Both sexes,460,35 - 39 years,Number,5215
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Both sexes,475,40 - 44 years,Number,4129
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Both sexes,495,45 - 49 years,Number,2885
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Both sexes,515,50 - 54 years,Number,2009
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Both sexes,530,55 - 59 years,Number,1505
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Both sexes,550,60 - 64 years,Number,1708
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Both sexes,575,65 years and over,Number,2295
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Male,-,All ages,Number,16836
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Male,205,0 - 4 years,Number,1668
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Male,245,5 - 9 years,Number,2556
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Male,265,10 - 14 years,Number,2612
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Male,300,15 - 19 years,Number,1791
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Male,365,20 - 24 years,Number,813
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Male,410,25 - 29 years,Number,1044
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Male,440,30 - 34 years,Number,1220
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Male,460,35 - 39 years,Number,1348
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Male,475,40 - 44 years,Number,1044
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Male,495,45 - 49 years,Number,760
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Male,515,50 - 54 years,Number,492
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Male,530,55 - 59 years,Number,279
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Male,550,60 - 64 years,Number,559
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Male,575,65 years and over,Number,650
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Female,-,All ages,Number,31141
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Female,205,0 - 4 years,Number,1529
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Female,245,5 - 9 years,Number,2475
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Female,265,10 - 14 years,Number,2464
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Female,300,15 - 19 years,Number,2188
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Female,365,20 - 24 years,Number,2150
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Female,410,25 - 29 years,Number,2462
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Female,440,30 - 34 years,Number,3259
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Female,460,35 - 39 years,Number,3867
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Female,475,40 - 44 years,Number,3085
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Female,495,45 - 49 years,Number,2125
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Female,515,50 - 54 years,Number,1517
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Female,530,55 - 59 years,Number,1226
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Female,550,60 - 64 years,Number,1149
UA06C01,PPSN allocations to arrivals from Ukraine,2022W31,2022 August 07,Female,575,65 years and over,Number,1645
